,AD,AE,AF,AG,AI,AL,AM,AO,AR,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GT,GW,GY,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VG,VN,VU,WS,YE,YT,ZA,ZM,ZW
AD,6.1162457121921445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009949243501875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080553041079356,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.4464944573879702,0.0,0.0,0.0014224751066856,0.0,0.0,0.0014224751066856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1706190365921088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2786380597742106,0.0,0.0,0.0,0.0,0.0,0.063847919952571,0.0,0.932008555692766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094836238502089,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014224751066856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026455026455026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018939393939393,0.0,0.0,0.0,0.0,0.0026455026455026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014224751066856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052910052910052,0.0,0.0094777792146213,0.0,0.0,0.0,0.0,0.0,0.0,0.0060027182120205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,0.0,1892.1653590813175,0.0,0.2666666666666666,0.0,1.4289235110198974e-05,0.0043305181902967,1.5138612924590783e-06,0.3632959126336528,1.8425916447441735,22.772496409189777,0.2,0.0,0.0357705057619591,0.027795810538100475,3.612739442088102e-06,3.690621437959334,2.555809406254478,0.0,0.0072851666448234,5.291857765228812,0.0,3.228209580521801e-05,0.0,0.3940539329128903,0.0,0.0,3.728235605053941,0.0,0.0,0.0,0.16516530392247636,0.1666666666666666,7.569306462295393e-07,24.62030636853413,0.0,3.784653231147696e-06,0.0,0.0,4.558167075850825,2.56330036727359e-06,0.0,0.0810479585830471,0.2674953220591521,21.80364311061043,0.0918283413629187,8.739340176635283e-06,0.23813293930020638,1.806369721044051e-06,0.0,0.0,4.150751513197444,1.5969564357191313,14.82209081628658,0.0,0.10172616774898191,0.0,1.3532304463969434e-05,6.972221330936025,0.1496424709390523,1.0199205090069257,70.7272814014419,0.0,0.0,10.279608075413774,1.711137797719169,5.384663476333712,1.806369721044051e-06,0.000171998624011,5.546311702717693e-05,11.496667345117428,0.0,53.05217333910721,0.0,5.983278711549456e-05,0.0,0.0,0.0109044211830313,0.0,0.0,5.6976978319636e-05,0.0,0.0,0.0,2.8734491192215996,2.1060482907636772e-05,0.0,0.4048181248095782,0.0095238095238095,0.0027096335157673,2.56330036727359e-06,1.3562956719938273,1.06280924335636,0.9862057000433874,0.5038204289059156,0.0,94.96803755412898,0.0,4.012076700041319,14.369645037135632,0.0010661143010365,11.519349059754738,0.0,1.5207888414581947e-05,51.499675222563276,6.214361206179752,0.20093874152716035,0.1794907922266216,0.1,0.0,0.0,0.0,0.0,22.681285333247793,4.903537890396519,0.0,1.0657748416076527,0.0,18.467086973958292,0.0,0.0,0.0005317677386705,0.000171998624011,0.1,0.06703461813426927,0.3718013403431097,0.0001652532917792,1.8296152218206703,4.079473458105807,0.0,2.56330036727359e-06,7.225478884176204e-06,0.0,0.0,0.0,0.2133717697396844,0.0043290043290043,1.293709647589333e-05,5.546311702717693e-05,0.0043290043290043,0.0,0.0,3.740869653976519e-05,1.806369721044051e-06,0.0,3.612739442088102e-06,0.2038346214273861,25.77977811249886,2.56330036727359e-06,0.0,0.0,1.806369721044051e-06,5.546311702717693e-05,2.1411555508156246,0.0,3.300693747944551,2.6537516223203497,1.2979423393271108,0.0,0.0,1.03895786796613,12.603988779135364,0.005166146329330011,0.1037812844653328,0.0043290043290043,0.0,0.8110859926923645,44.18624391440739,2.5683733281055705,0.0,0.0,0.578524554460618,5.860375136627903,0.0,5.12660073454718e-06,14.87241504257706,0.0,0.9443840144739518,1.0924365387896604,4.72616124191069,0.000343997248022,57.33647456277249,3.612739442088102e-06,3.612739442088102e-06,5.867914393673684,3.3722984222354437,6.498477254276665,0.0,0.7677465849610609,0.0,0.0012602761108674863,0.0,3.612739442088102e-06,0.0,0.0,0.0,7.569306462295393e-07,0.0,8.113195300837282e-06,0.0,0.7066155261807436,0.0,0.0,0.0,0.0,1.0510659409684033,4.369670088317641e-06,0.0,1.806369721044051e-06,2.0921227537970544,1.806369721044051e-06,9.458383949903958,0.5309523809523808,0.0,4.534749210312507,0.0020197417717000878,0.23410154350521048,9.106544384589806e-05,136.31106839879422,0.0035379686646482117,0.3241813372429013,0.0,0.0,3.9093243230355385e-05,0.0,1.047760576196334,0.0,7.569306462295393e-07,1.2808320369893902,0.0,2.9635621086959825,0.0,0.5426796747518602
AF,0.0,0.0,74.91391433651546,0.0,0.0,3.5985461873403146e-05,3.5985461873403146e-05,3.5985461873403146e-05,1.7992730936701573e-05,0.3333693187952067,0.1430010847046364,0.0,0.0,3.5985461873403146e-05,0.0,0.0,0.0369549758951784,3.5985461873403146e-05,3.5985461873403146e-05,3.5985461873403146e-05,0.0,1.7992730936701573e-05,1.7992730936701573e-05,0.0,0.0,3.5985461873403146e-05,0.0,8.996365468350786e-05,0.0,0.0074352548036758,0.0,1.7992730936701573e-05,3.5985461873403146e-05,0.0,0.5477270040046678,0.0,5.397819281010472e-05,1.7992730936701573e-05,0.0,0.1258709716568623,1.7992730936701573e-05,0.0,5.397819281010472e-05,5.397819281010472e-05,1.6836392097592574,1.7992730936701573e-05,1.7992730936701573e-05,3.5985461873403146e-05,0.0,0.0,0.0,0.0,5.397819281010472e-05,0.9448771657289416,0.0,3.5985461873403146e-05,0.0,3.5985461873403146e-05,1.7992730936701573e-05,5.397819281010472e-05,1.7992730936701573e-05,0.1389968452745091,0.0,0.0,0.0279756978180814,7.197092374680629e-05,0.1666846593976033,0.0,0.0,0.0,0.5000539781928102,1.7992730936701573e-05,1.0768265570289435,0.0,3.5985461873403146e-05,0.0,0.0,7.197092374680629e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5985461873403146e-05,0.0,0.0,3.5985461873403146e-05,1.7992730936701573e-05,3.5985461873403146e-05,3.5985461873403146e-05,0.0119837901277357,1.7992730936701573e-05,0.0001619345784303,0.0,1.364419356534847,0.0,0.0478169676593513,4.58209643574252,0.0,0.1905661541308739,0.0,3.5985461873403146e-05,3.5985461873403146e-05,2.7531925959055394,3.5985461873403146e-05,1.7992730936701573e-05,1.7992730936701573e-05,0.0,0.0,0.0,0.0,0.16670265212854,0.0,0.0,0.5666846593976034,1.7992730936701573e-05,0.047655033080921,0.0,0.0,0.0074532475346125,0.0,0.0,1.7992730936701573e-05,0.0,3.5985461873403146e-05,3.5985461873403146e-05,8.996365468350786e-05,0.0,0.0,0.0,0.0,1.7992730936701573e-05,0.0,1.7992730936701573e-05,3.5985461873403146e-05,1.7992730936701573e-05,1.7992730936701573e-05,0.0,3.5985461873403146e-05,0.0,0.0,0.0058479532163742,0.0058479532163742,5.397819281010472e-05,5.397819281010472e-05,0.7177010370163395,5.397819281010472e-05,0.0,0.0,1.7992730936701573e-05,0.0,0.139122794391066,3.5985461873403146e-05,3.5985461873403146e-05,0.0277957705087144,0.0369009977023683,0.0,0.0,3.5985461873403146e-05,0.0,3.5985461873403146e-05,0.0001619345784303,0.0,1.7992730936701573e-05,3.5985461873403146e-05,17.14717835005876,7.197092374680629e-05,0.0,0.0,0.0,3.5985461873403146e-05,0.0,3.5985461873403146e-05,0.2476190476190476,0.0,5.397819281010472e-05,5.397819281010472e-05,0.3612190674967313,1.7992730936701573e-05,0.6672798527057406,0.0,0.0,3.5985461873403146e-05,3.5985461873403146e-05,3.5985461873403146e-05,0.0,3.5985461873403146e-05,0.0,3.5985461873403146e-05,0.0,0.0,3.5985461873403146e-05,0.0,0.0,0.0,0.0,3.5985461873403146e-05,0.0,0.0,1.7992730936701573e-05,0.0,1.7992730936701573e-05,1.7992730936701573e-05,0.0002339055021771,0.0,1.7992730936701573e-05,0.0,0.0441356397897602,0.0,2.5160169577205096,0.0,0.0,1.7992730936701573e-05,8.996365468350786e-05,5.397819281010472e-05,7.197092374680629e-05,2.1642114144327254,1.7992730936701573e-05,1.7992730936701573e-05,0.0,0.0,3.5985461873403146e-05,0.0,0.07708479051774,0.0,0.0,1.7992730936701573e-05,0.0,0.0002159127712404,3.5985461873403146e-05,1.7992730936701573e-05
AG,0.0,0.2666666666666666,0.0,18.056922609554185,0.0,0.0,0.0,0.0,0.0,0.0285714285714285,0.0095238095238095,0.4,0.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.1047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246753246753246,0.0,0.0,0.0538961038961038,0.0,0.0,0.0,0.0,0.0,0.0,2.2017543859649122,0.0,0.0,0.0,0.0,0.0095238095238095,0.0,0.0,0.0,0.0666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0761904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109890109890109,0.0,0.0,1.8767974715343136,0.0,0.0,0.0,0.0,0.0109890109890109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0532581453634085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0095238095238095,0.0,0.0,0.0,0.0,0.0,0.0761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095238095238095,0.3156177156177157,0.0,0.0,0.0,0.0151515151515151,0.0,0.0,0.0,0.0,0.0,0.0095238095238095,0.0095238095238095,0.0761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0095238095238095,0.0,0.0508658008658008,0.0,0.0,0.0,0.0,0.0,0.0,4.598555830134778,0.0095238095238095,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AI,0.0,0.0,0.0,0.0,7.404761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,3.242857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,0.0,1.4289235110198974e-05,3.5985461873403146e-05,0.0,0.0,77.81634840627152,0.0386715045506916,0.0002371343080089,0.0095194325784548,0.081575922702573,0.020383450579316998,0.0,0.0,0.0108339771830836,0.14799282842533118,1.2352079618723384e-05,0.0875847240305544,0.18719462606630122,0.0002310788628391,0.061879139692959,0.0,0.0001155394314195,0.0001217154712289,0.0,1.2352079618723384e-05,3.5985461873403146e-05,0.0,0.020722160838173503,0.0,0.0,0.0,0.0008696872443908,0.0153395820858695,3.027722584918157e-06,0.039295709439189405,0.0,0.0003617569071832,0.0001155394314195,0.0,0.2679752222840462,0.0001247431938138,0.0,0.0015518971700854858,0.0003957854234545,0.19801677782197752,0.00019787327708327456,4.875233534398466e-05,6.068962111084992e-05,6.176039809361692e-06,0.0,0.0,0.0086817047709448,0.2148585850667098,0.4002942906907526,0.0,0.6481483199711098,0.0,6.262677660232552e-05,0.0001421807461484373,9.672530350117626e-05,0.0386856420722256,0.14837561718781503,0.0,0.0,0.4121254898619693,0.0004913656982221,0.0318022364809053,6.176039809361692e-06,0.0,0.0,0.06577191758887971,0.0001155394314195,1.2199503766694173,0.0,0.020998509821109,0.0,0.0,0.0004743892106574,0.0,0.0,6.055445169836314e-06,0.0,0.0,0.0,1.2778904875469608,7.049878262411203e-05,0.0,3.027722584918157e-06,3.5985461873403146e-05,0.1005031454921583,4.5189224267682994e-05,0.15660117718271038,0.00036235759312308645,0.054257777201076704,0.0148165384932886,0.0,0.0313939486699296,0.0,0.0002009477628886,0.6704016640480465,0.0020045402071400087,9.234942540923484,0.0,8.842150293321484e-05,0.001539679718163,0.0016236969948983,0.0068800021575539,0.0180968359126406,1.7992730936701573e-05,0.0,0.0,0.0,0.0,0.0083986166746767,4.207726278376499e-05,0.0,0.2882887693695166,1.7992730936701573e-05,4.833754149212653e-05,0.0,0.0,1.7992730936701573e-05,0.0,0.0,0.0408856662054025,0.016404021441666,0.0405118859157149,0.0002650318379685,0.0006042178771871373,0.0,0.0285143212751581,0.1127767635779333,0.0,0.0001155394314195,0.0,0.6244149959873566,0.0002310788628391,6.134560424175879e-05,1.7992730936701573e-05,0.0,0.0002310788628391,0.0,0.010424240561271,6.176039809361692e-06,0.0,0.0003589703738773,0.1127734047160951,0.000298210703676661,0.0003558220566529,0.0066021010293455,0.0,0.0001217154712289,0.0,0.5097845027909964,3.5985461873403146e-05,1.3820878232456284,0.0405826907983511,0.0001065348285094,0.0,0.0,0.0016256610260172372,0.0,6.553390454771829e-05,0.0002703163981978864,0.0,1.7992730936701573e-05,0.1001097333662508,0.07755502171426115,0.2997083518137003,0.0,0.0,2.470415923744677e-05,0.7724254885788189,0.0,5.439298666196284e-05,1.2352079618723384e-05,0.0,0.2722548658869365,0.49082233766728883,0.0926738382186134,0.0001211982606077,8.611977410680433e-05,1.2352079618723384e-05,1.2352079618723384e-05,0.0002454242438005,0.038746986489104095,0.00017463377863173729,0.0,0.15515665065670578,0.0,0.0064313451148554,0.0,0.012487605857342,0.0085644121961724,0.0,0.0,3.027722584918157e-06,0.0,4.4098657174240424e-05,0.0,0.0,0.0008696872443908,0.0,0.0001155394314195,0.0001155394314195,0.0003072888332195237,0.0235621791820833,1.7992730936701573e-05,0.0208795290170794,0.0001432713132419,6.176039809361692e-06,1.0677955641104924,0.0,0.0,0.00011156810497302151,0.0005900492367165,0.0389423810304973,0.0004805652504667,3.5339502474119415,6.703647607666019e-05,0.0110392010734534,0.0,0.0,9.290121303514829e-05,0.0,0.00014855594544193728,0.0,3.027722584918157e-06,2.4168770746063265e-05,0.0,0.0097326368099573,0.0060790320792133,0.0001155394314195
AM,0.0,0.0043305181902967,3.5985461873403146e-05,0.0,0.0,0.0386715045506916,203.009582772488,0.000234106585424,0.0222457339868484,2.4300924481257002,1.174356711972157,0.0,0.0,0.09889123792644611,0.1870408073079084,3.027722584918157e-06,0.0003910836970425,0.2073720997898681,0.0002310788628391,0.2693822074150237,0.0013495276653171,0.0001155394314195,0.000117053292712,0.0,3.027722584918157e-06,3.5985461873403146e-05,0.0,0.017965124593623198,0.0,0.0,0.0,0.0001155394314195,1.0445302777180003,0.0016558757133501001,0.37926425249221296,0.0,0.0003541876007209,0.0001155394314195,0.0,1.0018264372247208,0.0001185671540044,0.0,0.002354876188905,0.0003617569071832,0.2454512789919024,0.383220822752823,2.7075898691456045e-05,4.204090704323946e-05,1.5138612924590783e-06,0.0,0.0,0.001307536395903,1.616149976930315,9.743760857502329,0.0,0.1070767102989202,0.0,4.052704575078038e-05,0.0078611531526539,0.018813670130913798,0.0149172784740383,0.8540877660138164,0.0,0.0,0.1253683046492624,0.0004666993095556,0.0493845774465415,1.5138612924590783e-06,0.0,0.0,4.840044028234522,0.0001155394314195,3.1332481755748995,0.0011436366222312999,1.6259535250458907,0.0,0.0,0.0004666993095556,0.0,0.0,0.0005748460337005,0.0,0.0,0.0,0.1910610210793936,4.355476833569854e-05,0.0,1.5138612924590783e-06,3.5985461873403146e-05,0.0229609365800755,3.9013184458321305e-05,0.3338935133423671,0.0678454191452807,0.0686904652059781,0.0273041197191472,0.0,0.5751499822176537,0.0,0.0789861565020415,3.1945893781036254,7.569306462295392e-06,3.8623375695519835,0.0,4.961021350553485e-05,0.0015659865430911,0.0565279511402421,0.0019510753800635,0.041590073099118094,1.7992730936701573e-05,0.0,0.0,0.0,0.0,0.0910719520471653,0.0013586108330718,0.0,0.1472828002549953,0.0001282159329207,0.34157973571167843,0.0,0.0,7.31043319287104e-05,0.0,0.0,0.1941237071689581,0.0295797049825701,0.0085598618074699,0.0002310788628391,0.0032828079329019,0.0,0.18687463049158198,0.0040969439301831,0.0128205128205128,0.0001155394314195,0.0,0.0257542207381919,0.0045600831918434,2.7075898691456045e-05,0.0240927121750659,0.0043290043290043,0.0002310788628391,0.0,0.0256472793402971,0.0952396090993877,0.0,0.0009214643279592,0.0017921410455440001,0.0001975063432282,0.0003496460168435,0.0,0.0,0.000117053292712,0.0,0.006411918416329001,0.0017514403952204002,0.061384322332852806,1.8802548057869015,0.0026716231951295,0.0,0.0,5.263793609045301e-05,0.0026990553306342,0.0006153730794512999,0.0336799344137733,0.0043290043290043,1.7992730936701573e-05,0.000158319554197,0.3312071086595409,1.4970668990222218,0.0,0.0,0.0013555831104869,0.9236482542173807,0.0,0.0006138592181589,0.0010936993662715,0.0,0.0359589164034437,0.4704588820121212,9.808877749588422,0.0001155394314195,1.8937214951437114,3.027722584918157e-06,3.027722584918157e-06,0.0015821203894487,0.4869521323696246,0.2611088714164331,0.0,0.0145758595322164,0.0,0.074747505716158,0.0,0.0040939162075982,0.0008028971739546999,0.0,0.0011436366222312999,1.5138612924590783e-06,0.0,3.5985461873403146e-05,0.0,0.4026990553306342,0.0001155394314195,0.0,0.0001155394314195,0.0001155394314195,0.000901300159251,0.0290014767832498,7.31043319287104e-05,0.0254523459030456,0.0001231087378818,1.5138612924590783e-06,0.22461345395819352,0.0181818181818181,0.0,0.33342157627818664,0.0008360874945958,0.3954519840683094,0.0010400314819637,10.60011979826783,0.011885991598485501,0.0506187840794827,0.0,0.0,0.0006168869407438,0.0,0.3444526281742409,0.0,0.0005733321724080999,0.0014792574595303,0.0,0.002549789996068,0.0002310788628391,0.0001155394314195
AO,0.0,1.5138612924590783e-06,3.5985461873403146e-05,0.0,0.0,0.0002371343080089,0.000234106585424,18.230479073209413,0.0018171763994496,0.0002643838112732,0.0088642291573185,0.0,0.0,3.749932316586222e-05,1.5138612924590783e-06,3.027722584918157e-06,0.0001155256920825,0.0138339877837423,0.0085644121961724,0.000436769292852,0.0,0.0001155394314195,0.000117053292712,0.0,3.027722584918157e-06,3.5985461873403146e-05,0.0,4.222434073491739,0.0,0.0,0.0,0.0041559434718235,0.0002310788628391,1.5138612924590783e-06,0.0001427751953467,0.0,0.1670208542673876,0.0001155394314195,0.0166666666666666,0.0549314332333171,0.0001185671540044,0.0,6.760294444223642e-05,0.0074978234550145,0.29737246051833827,4.070065032358775e-05,2.7075898691456045e-05,4.204090704323946e-05,0.32871724257702106,0.0,0.0,7.569306462295392e-06,0.0003647846297681,0.0005393646515936,0.0,0.000306771927462,0.0,4.052704575078038e-05,0.0021402830354989,6.003363797994103e-05,0.000133705766929,0.0209028260969998,0.0,0.0,0.1013632792844551,0.0196586185014748,0.0001670107153631,1.5138612924590783e-06,0.0,0.0,0.2254011173007871,0.0001155394314195,0.5902294629056334,0.0,0.0002356204467164,0.0,0.0,0.0014768003196566,0.0,0.0,3.027722584918157e-06,0.0166666666666666,0.0,0.0,4.541583877377235e-05,4.355476833569854e-05,0.0303030303030303,1.5138612924590783e-06,3.5985461873403146e-05,0.0001443027959762,3.9013184458321305e-05,0.0002462174757637,0.0002969668627419,0.0001291641830516,0.0006663205550616,0.0,0.0276736288461607,0.0,0.0001994339015961,0.0002472316245264,7.569306462295392e-06,1.1435332409982504,0.0,4.961021350553485e-05,5.112407479799393e-05,0.0018308011510817,0.0063615859844467,2.102045352161973e-05,1.7992730936701573e-05,0.0,0.0,0.0,0.0,0.0051685024637196,9.08316775475447e-06,0.0,3.918678903112867e-05,1.7992730936701573e-05,0.0018215443787542,0.0,0.0,1.7992730936701573e-05,0.0,0.0,0.000133705766929,4.541583877377235e-06,0.0002371343080089,0.0022512808830411,0.0197756717941868,0.0,3.027722584918157e-06,6.055445169836314e-06,0.0,0.0011256404415205,0.0,0.000117053292712,0.0189179475497077,2.7075898691456045e-05,1.7992730936701573e-05,0.0,0.0012411798729401,0.0,7.569306462295392e-06,0.0010116148713934,0.0,0.0003496460168435,0.0051925506398262,0.0052031476688734,0.3300754757426732,0.002020202020202,0.0,0.0084503866260453,0.0,0.0298533417655138,3.5985461873403146e-05,0.0002810362854902,0.0001579275476084,6.608908314977734e-05,0.0,0.0,5.263793609045301e-05,0.0,4.355476833569854e-05,0.0104118299691982,0.0,1.7992730936701573e-05,0.0051639608798423,0.0002234820777027,0.0005378507903011,0.0,0.0,6.055445169836314e-06,4.45819685806109,0.0,4.204090704323946e-05,0.0051188922502141,0.0,0.000370840074938,0.000351159878136,0.0007204860917816,0.0011256404415205,0.0357593543439138,3.027722584918157e-06,3.027722584918157e-06,0.0204346129261517,0.0002749808403204,6.474882643012564e-05,0.0,0.0002386481693014,0.0,0.0002401620305938,0.0,3.027722584918157e-06,0.0012411798729401,0.0,0.0,1.5138612924590783e-06,0.0303030303030303,3.5985461873403146e-05,0.0,0.0,0.0001155394314195,0.0,0.0001155394314195,0.0001155394314195,0.0002399609473469,4.541583877377235e-06,1.7992730936701573e-05,1.5138612924590783e-06,0.0254409934675312,1.5138612924590783e-06,0.0001605943217106,0.0,0.0,3.313134386129236e-05,0.019267593566551302,0.0003526737394285,0.0196601323627672,0.3195569957361371,2.4048176106537885e-05,1.7992730936701573e-05,0.0,0.0,0.0051609331572573,0.0,7.517225090453182e-05,0.0,1.5138612924590783e-06,1.9506592229160653e-05,0.0,0.5015733717763491,0.0002310788628391,0.0011256404415205
